Rank,Company ID,Company Name,Total Score,Tier,Confidence,Reasons
174,cbeb9810-4c3b-490d-bb3c-77ec7a4ddc84,Company_cbeb9810,0.0,Unqualified,High,Partial industry match (Manufacturing); Serviceable geography (Qatar); Product compatibility match: Rice; Review site comparison activity; Broad buying committee (4 stakeholders); Medium stakeholder seniority (Director/Manager); No engagement in >180 days (–15%)
175,60afbd41-2c9f-4444-bdb8-0401ba34b4ce,Company_60afbd41,0.2,Unqualified,High,Active website present; Average Google Maps rating (3.2); Partial industry match (E-commerce); High priority geography (France); No priority products found in portfolio (Spices); Import gap detected (supplier switch possible); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
176,cb2e6472-b551-4e08-95c0-6206f096408e,Company_cb2e6472,0.1,Unqualified,High,Average Google Maps rating (3.4); Partial industry match (Manufacturing); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Quilts|Carpets); Strong operational certifications (WHO-GMP/ISO/FDA); Import gap detected (supplier switch possible); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
177,9e924984-1197-4b6c-b5c8-d5c705cd7e7d,Company_9e924984,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.9); Partial industry match (Healthcare); High priority geography (France); No priority products found in portfolio (Spices); Active hiring in operations/logistics; High pricing page visits; Business trigger event (M&A); Broad buying committee (4 stakeholders); Medium stakeholder seniority (Director/Manager)
178,b169e134-4ac1-48a0-b8be-b84fb0f33627,Company_b169e134,15.5,Unqualified,High,Active website present; Average Google Maps rating (3.2); Strong industry match (Retail); Serviceable geography (Qatar); Product compatibility match: Turmeric; Minor topic surge (1 topics); High pricing page visits; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
179,77125294-d782-4900-b961-008517326e1f,Company_77125294,0.0,Unqualified,High,Partial industry match (Manufacturing); Serviceable geography (UAE); Product compatibility match: Rice; Strong operational certifications (WHO-GMP/ISO/FDA); Sustained topic surge (5 topics); Single stakeholder engaged
180,94b149c2-58e0-43fd-9051-03e2549950f4,Company_94b149c2,0.0,T1,High,Partial industry match (Construction); Serviceable geography (Singapore); Product compatibility match: Turmeric; Explicit sourcing action (Quote requested); Import gap detected (supplier switch possible); Business trigger event (Funding round); Single stakeholder engaged; High stakeholder seniority (C-level/VP); Financial distress (–20%)
181,397861c7-a77c-49d6-ab6e-60a16de927ca,Company_397861c7,41.7,T3,High,Active website present; Strong Google Maps rating (4.9); Significant number of reviews (>50); Partial industry match (E-commerce); High priority geography (France); Product compatibility match: Ashwagandha; Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; High pricing page visits; Review site comparison activity; Business trigger event (M&A); Multiple stakeholders engaged (2)
182,cf9740d1-c851-4bf8-ad6a-0913acdb3d29,Company_cf9740d1,35.2,T3,High,Active website present; Strong Google Maps rating (4.6); Significant number of reviews (>50); Partial industry match (Healthcare); High priority geography (USA); No priority products found in portfolio (Blankets|Spices|Electronics); Review site comparison activity; Import gap detected (supplier switch possible); Business trigger event (M&A); Broad buying committee (5 stakeholders)
183,436a261b-794a-492a-870b-e1e7dd964d87,Company_436a261b,0.2,Unqualified,High,Strong industry match (Distribution); Serviceable geography (UAE); No priority products found in portfolio (Quilts); High pricing page visits; Single stakeholder engaged; High stakeholder seniority (C-level/VP); Hiring freeze/layoffs (–25%)
184,b4fed3b7-6cab-4d2c-a197-17f1adceebf5,Company_b4fed3b7,8.4,Unqualified,High,Active website present; Average Google Maps rating (3.2); Strong industry match (Wholesale); Serviceable geography (Netherlands); Product compatibility match: Ashwagandha; Strong operational certifications (WHO-GMP/ISO/FDA); Business trigger event (M&A); Single stakeholder engaged
185,471235ac-07fb-4f35-a4f8-2b812866c27f,Company_471235ac,0.0,Unqualified,High,Strong industry match (Wholesale); High priority geography (France); No priority products found in portfolio (Quilts|Carpets); Minor topic surge (1 topics); Broad buying committee (4 stakeholders); High stakeholder seniority (C-level/VP); No engagement in >180 days (–15%)
186,0123bedd-bc47-4ef5-8de8-0d3b0b813101,Company_0123bedd,0.3,Unqualified,High,Active website present; Partial industry match (Manufacturing); Serviceable geography (Qatar); Product compatibility match: Turmeric; Active hiring in operations/logistics; Import gap detected (supplier switch possible); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
187,6940207b-d66a-4b83-a129-6a20cebfec3b,Company_6940207b,0.0,Unqualified,High,Average Google Maps rating (3.9); Strong industry match (Distribution); High priority geography (Germany); No priority products found in portfolio (Quilts|Textiles); Business trigger event (New facility); Broad buying committee (3 stakeholders); Medium stakeholder seniority (Director/Manager); No engagement in >180 days (–15%)
188,14ca2dfa-5616-44e6-97f9-a928bb9a0daa,Company_14ca2dfa,0.0,Unqualified,High,Average Google Maps rating (3.9); Partial industry match (Healthcare); Serviceable geography (Qatar); Product compatibility match: Rice; Import gap detected (supplier switch possible); Single stakeholder engaged
189,13835679-6230-4f4d-be4f-ebd62e722bcb,Company_13835679,25.3,T3,High,Active website present; Strong Google Maps rating (5.0); Significant number of reviews (>50); Strong industry match (Retail); High priority geography (Germany); Product compatibility match: Rice; Sustained topic surge (5 topics); High pricing page visits; Business trigger event (Funding round); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
190,ea6d94af-828a-4c1f-b0ce-5ee6556fdcb2,Company_ea6d94af,0.4,Unqualified,High,Strong industry match (Retail); Serviceable geography (Qatar); No priority products found in portfolio (Blankets); High pricing page visits; Single stakeholder engaged
191,c80ba5ac-ae2d-477e-9afa-4143c2811503,Company_c80ba5ac,21.5,T1,High,Active website present; Strong Google Maps rating (4.0); Strong industry match (Retail); Serviceable geography (Netherlands); Product compatibility match: Rice; Explicit sourcing action (RFP published); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
192,4c74f6f3-bc20-4d05-ab96-7343949a6394,Company_4c74f6f3,7.7,Unqualified,High,Partial industry match (E-commerce); High priority geography (France); Product compatibility match: Ashwagandha; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
193,614d9632-c088-46bf-a9d4-d14be38e62f5,Company_614d9632,0.3,Unqualified,High,Strong industry match (Retail); Serviceable geography (Qatar); Product compatibility match: Ashwagandha; Product compatibility match: Turmeric; Broad buying committee (4 stakeholders); Medium stakeholder seniority (Director/Manager)
194,4439cf3b-9bd3-4b2e-864c-6307fcb3959b,Company_4439cf3b,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.6); Partial industry match (Manufacturing); High priority geography (USA); Product compatibility match: Ashwagandha; High pricing page visits; Business trigger event (M&A); Single stakeholder engaged; Hiring freeze/layoffs (–25%)
195,3ffed88d-da3d-44e4-a644-f29f65d0b8d5,Company_3ffed88d,0.6,Unqualified,High,Strong industry match (Retail); Serviceable geography (Qatar); Product compatibility match: Ashwagandha; Broad buying committee (4 stakeholders); Medium stakeholder seniority (Director/Manager)
196,2dd1a857-2fe2-4fd6-9c55-22f92e620ce6,Company_2dd1a857,13.6,Unqualified,High,Average Google Maps rating (3.8); Partial industry match (Construction); High priority geography (Germany); No priority products found in portfolio (Textiles); Review site comparison activity; Business trigger event (Funding round); Broad buying committee (3 stakeholders)
197,adc1309f-80fa-4fa0-b63c-27a0d44eeaf7,Company_adc1309f,8.4,Unqualified,High,Average Google Maps rating (3.8); Partial industry match (Manufacturing); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Electronics); Import gap detected (supplier switch possible); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
198,141336e6-3eea-4574-a084-4ec990882432,Company_141336e6,46.9,T2,High,Active website present; Strong Google Maps rating (4.4); Significant number of reviews (>50); Partial industry match (Manufacturing); Serviceable geography (Netherlands); No priority products found in portfolio (Electronics|Quilts|Textiles); Sustained topic surge (5 topics); High pricing page visits; Import gap detected (supplier switch possible); Broad buying committee (3 stakeholders); High stakeholder seniority (C-level/VP)
199,d8a975a0-e643-453a-8a3e-5f9e7ca2f3ed,Company_d8a975a0,0.6,Unqualified,High,Active website present; Average Google Maps rating (3.8); Partial industry match (Healthcare); High priority geography (France); No priority products found in portfolio (Spices|Textiles); Sustained topic surge (5 topics); Single stakeholder engaged; Hiring freeze/layoffs (–25%)
200,0b21c064-862e-4ddb-8f72-45c8174c4d57,Company_0b21c064,2.4,Unqualified,High,Active website present; Partial industry match (Construction); Serviceable geography (India); No priority products found in portfolio (Textiles|Blankets); Active hiring in operations/logistics; Review site comparison activity; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
201,ad450214-55ea-487b-9afa-07202cb1094d,Company_ad450214,15.2,T1,High,Active website present; Average Google Maps rating (3.2); Strong industry match (Distribution); Serviceable geography (Qatar); No priority products found in portfolio (Electronics); Explicit sourcing action (RFP published); Import gap detected (supplier switch possible); Broad buying committee (5 stakeholders); Medium stakeholder seniority (Director/Manager)
202,c7299644-7c2a-41c4-a545-bcf664e472fc,Company_c7299644,0.8,Unqualified,High,Partial industry match (Healthcare); High priority geography (Germany); Product compatibility match: Ashwagandha; High pricing page visits; Single stakeholder engaged
203,0b09365b-cf44-4640-983a-ecf5eb00b007,Company_0b09365b,36.3,T1,High,Active website present; Strong Google Maps rating (4.1); Significant number of reviews (>50); Partial industry match (E-commerce); High priority geography (UK); No priority products found in portfolio (Blankets); Basic operational certifications present; Active hiring in operations/logistics; Explicit sourcing action (Quote requested); Minor topic surge (2 topics); High pricing page visits; Import gap detected (supplier switch possible); Multiple stakeholders engaged (2)
204,0ce8ab72-f842-4872-900a-a44c46365c89,Company_0ce8ab72,0.0,Unqualified,High,Partial industry match (Healthcare); High priority geography (UK); Product compatibility match: Rice; Product compatibility match: Turmeric; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
205,a9a3ce45-188f-4f43-805f-4d615e6cc114,Company_a9a3ce45,2.1,Unqualified,High,Active website present; Average Google Maps rating (3.9); Partial industry match (Construction); Serviceable geography (Saudi Arabia); Product compatibility match: Rice; Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; High pricing page visits; Review site comparison activity; Import gap detected (supplier switch possible); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
206,927edc8c-f95e-49d0-9e10-bb29f3cc9b95,Company_927edc8c,0.1,T1,High,Partial industry match (Healthcare); Serviceable geography (Singapore); Product compatibility match: Rice; Product compatibility match: Ashwagandha; Explicit sourcing action (Quote requested); Broad buying committee (5 stakeholders); High stakeholder seniority (C-level/VP)
207,6cfd73e6-b157-42b7-a703-943df9947bab,Company_6cfd73e6,9.0,Unqualified,High,Active website present; Average Google Maps rating (3.9); Strong industry match (Retail); Serviceable geography (Netherlands); No priority products found in portfolio (Blankets|Textiles|Carpets); Active hiring in operations/logistics; Review site comparison activity; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
208,33c5757c-a586-4092-b816-db189248ac9e,Company_33c5757c,41.9,T3,High,Active website present; Average Google Maps rating (3.3); Strong industry match (Wholesale); High priority geography (UK); No priority products found in portfolio (Textiles|Spices); Active hiring in operations/logistics; Review site comparison activity; Import gap detected (supplier switch possible); Business trigger event (Funding round); Single stakeholder engaged
209,0a7eef2d-bb15-4171-8e3c-8ffb672ab019,Company_0a7eef2d,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.3); Partial industry match (Healthcare); Serviceable geography (India); Product compatibility match: Rice; High pricing page visits; Review site comparison activity; Single stakeholder engaged; High stakeholder seniority (C-level/VP); Hiring freeze/layoffs (–25%); No engagement in >180 days (–15%)
210,2ed91bf5-13d2-4634-8423-3c18ae754477,Company_2ed91bf5,21.4,T1,High,Active website present; Strong Google Maps rating (4.8); Significant number of reviews (>50); Partial industry match (Construction); High priority geography (USA); Product compatibility match: Rice; Product compatibility match: Turmeric; Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Explicit sourcing action (RFP published); Sustained topic surge (5 topics); Business trigger event (New facility); Broad buying committee (3 stakeholders)
211,5c794296-63c7-4da4-9f36-6a1af88ee8db,Company_5c794296,0.3,Unqualified,High,Active website present; Average Google Maps rating (3.8); Partial industry match (Construction); High priority geography (Germany); No priority products found in portfolio (Quilts|Blankets); Broad buying committee (4 stakeholders)
212,2fb8f2a7-e1eb-4db4-86c3-c85359c72fca,Company_2fb8f2a7,15.2,Unqualified,High,Partial industry match (Healthcare); Serviceable geography (Qatar); Product compatibility match: Ashwagandha; Strong operational certifications (WHO-GMP/ISO/FDA); Review site comparison activity; Single stakeholder engaged; High stakeholder seniority (C-level/VP); Active competitor contract (–40%)
213,eb5b9ac4-a23b-4836-9bbe-46abfa6fa884,Company_eb5b9ac4,0.0,Unqualified,High,Partial industry match (Construction); Serviceable geography (Singapore); Product compatibility match: Rice; Single stakeholder engaged
214,07ac3752-f764-4b99-a0d8-5474da8900b0,Company_07ac3752,18.3,Unqualified,High,Active website present; Strong Google Maps rating (4.2); Significant number of reviews (>50); Strong industry match (Retail); Serviceable geography (UAE); Product compatibility match: Rice; Sustained topic surge (3 topics); Review site comparison activity; Business trigger event (Funding round); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
215,3aff00a0-d98c-469c-9693-55ac714b13e6,Company_3aff00a0,15.0,Unqualified,High,Active website present; Partial industry match (Construction); Serviceable geography (India); Product compatibility match: Turmeric; Product compatibility match: Ashwagandha; Active hiring in operations/logistics; Minor topic surge (2 topics); Import gap detected (supplier switch possible); Single stakeholder engaged
216,fbd73d10-e578-4e87-b0df-fc9879b26cd9,Company_fbd73d10,32.3,T3,High,Active website present; Strong Google Maps rating (4.5); Significant number of reviews (>50); Strong industry match (Distribution); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Carpets); Strong operational certifications (WHO-GMP/ISO/FDA); Minor topic surge (2 topics); High pricing page visits; Review site comparison activity; Import gap detected (supplier switch possible); Single stakeholder engaged
217,697c3c26-ebd8-42c3-adbb-8d894a9adb5e,Company_697c3c26,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.4); Strong industry match (Retail); Serviceable geography (Qatar); Product compatibility match: Ashwagandha; Import gap detected (supplier switch possible); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
218,1ecf9848-0bae-401b-8248-9f60c2a4b8c6,Company_1ecf9848,2.6,Unqualified,High,Active website present; Strong industry match (Distribution); High priority geography (USA); Product compatibility match: Turmeric; Product compatibility match: Rice; Sustained topic surge (5 topics); Broad buying committee (5 stakeholders); Medium stakeholder seniority (Director/Manager)
219,c5d462e7-6789-4f1b-85c9-cb49c147cd1f,Company_c5d462e7,12.6,Unqualified,High,Active website present; Partial industry match (E-commerce); Serviceable geography (Netherlands); No priority products found in portfolio (Quilts|Carpets); Strong operational certifications (WHO-GMP/ISO/FDA); High pricing page visits; Review site comparison activity; Broad buying committee (5 stakeholders); Active competitor contract (–40%)
220,fda355e4-2243-40d7-b260-78299ab8ba3d,Company_fda355e4,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.2); Partial industry match (E-commerce); High priority geography (Germany); No priority products found in portfolio (Blankets); Active hiring in operations/logistics; Review site comparison activity; Business trigger event (M&A); Single stakeholder engaged; High stakeholder seniority (C-level/VP); No engagement in >180 days (–15%)
221,cd09b6d1-82c9-42f0-924d-548154f5ee0e,Company_cd09b6d1,7.4,Unqualified,High,Active website present; Average Google Maps rating (3.3); Partial industry match (E-commerce); Serviceable geography (Saudi Arabia); No priority products found in portfolio (Quilts|Blankets); High pricing page visits; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
222,6930b77b-f4d5-4ede-8c6f-9e0987909b88,Company_6930b77b,0.0,Unqualified,High,Partial industry match (Construction); Serviceable geography (India); No priority products found in portfolio (Spices|Electronics); Multiple stakeholders engaged (2); Medium stakeholder seniority (Director/Manager); Hiring freeze/layoffs (–25%)
223,e87ea3af-bfab-4183-9de0-a9cd1e571abe,Company_e87ea3af,10.2,Unqualified,High,Active website present; Partial industry match (Healthcare); Serviceable geography (Qatar); Product compatibility match: Turmeric; Review site comparison activity; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
224,fcf881cc-edcc-4a4e-8390-3aa97ca8e4f1,Company_fcf881cc,4.5,Unqualified,High,Strong industry match (Retail); Serviceable geography (Saudi Arabia); Product compatibility match: Turmeric; Product compatibility match: Rice; Product compatibility match: Ashwagandha; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
225,5cb955eb-0543-4a05-af1e-909c741bc04a,Company_5cb955eb,1.2,Unqualified,High,Active website present; Average Google Maps rating (3.3); Partial industry match (Construction); High priority geography (France); No priority products found in portfolio (Carpets); Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; High pricing page visits; Import gap detected (supplier switch possible); Business trigger event (New facility); Broad buying committee (4 stakeholders); High stakeholder seniority (C-level/VP); Active competitor contract (–40%)
226,a4d6e247-2935-4966-b59a-d6e84d0aba0f,Company_a4d6e247,6.3,Unqualified,High,Active website present; Average Google Maps rating (3.8); Strong industry match (Retail); Serviceable geography (Singapore); Product compatibility match: Rice; Product compatibility match: Ashwagandha; Product compatibility match: Turmeric; Active hiring in operations/logistics; Sustained topic surge (4 topics); Business trigger event (M&A); Single stakeholder engaged; High stakeholder seniority (C-level/VP); Hiring freeze/layoffs (–25%); Financial distress (–20%)
227,780d17ea-bb18-4ccf-9a52-beacb53c7059,Company_780d17ea,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.6); Strong industry match (Distribution); Serviceable geography (Netherlands); Product compatibility match: Rice; Minor topic surge (2 topics); Business trigger event (Funding round); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
228,f81f3453-91bc-491e-bb7b-8f326e9e349c,Company_f81f3453,2.1,Unqualified,High,Partial industry match (Healthcare); Serviceable geography (UAE); No priority products found in portfolio (Quilts); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager); Active competitor contract (–40%)
229,ca7b2d82-421d-464f-855b-19c5d65a34ce,Company_ca7b2d82,0.3,Unqualified,High,Active website present; Strong industry match (Distribution); Serviceable geography (Netherlands); Product compatibility match: Ashwagandha; Strong operational certifications (WHO-GMP/ISO/FDA); Sustained topic surge (5 topics); Broad buying committee (5 stakeholders); Medium stakeholder seniority (Director/Manager); Financial distress (–20%)
230,a541552b-cccd-4d22-aa24-e87d3e3a16cd,Company_a541552b,3.3,T1,High,Active website present; Partial industry match (Construction); Serviceable geography (UAE); No priority products found in portfolio (Blankets); Strong operational certifications (WHO-GMP/ISO/FDA); Explicit sourcing action (Quote requested); High pricing page visits; Broad buying committee (3 stakeholders); Medium stakeholder seniority (Director/Manager)
231,f1e53fad-2587-4b58-a7f0-0de8922f5c6a,Company_f1e53fad,0.4,Unqualified,High,Active website present; Average Google Maps rating (3.1); Partial industry match (Manufacturing); High priority geography (UK); No priority products found in portfolio (Quilts|Electronics|Textiles); Single stakeholder engaged
232,3c6d59bc-3117-4fa1-a9ab-ec6f3c432af3,Company_3c6d59bc,7.6,Unqualified,High,Partial industry match (E-commerce); Serviceable geography (Qatar); No priority products found in portfolio (Carpets); High pricing page visits; Review site comparison activity; Broad buying committee (5 stakeholders); High stakeholder seniority (C-level/VP)
233,fd98526e-5247-40d2-98b8-9925e30e2b24,Company_fd98526e,6.3,Unqualified,High,Active website present; Average Google Maps rating (3.6); Partial industry match (Construction); High priority geography (UK); No priority products found in portfolio (Carpets|Spices); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
234,bbcb2510-4a56-4cf0-95ae-bcd1f12cec83,Company_bbcb2510,0.0,Unqualified,High,Strong industry match (Retail); High priority geography (USA); No priority products found in portfolio (Spices); Import gap detected (supplier switch possible); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
235,27f28422-1082-4c6b-a4c4-2852bf07dfc0,Company_27f28422,1.0,Unqualified,High,Active website present; Average Google Maps rating (3.3); Partial industry match (Construction); Serviceable geography (Qatar); No priority products found in portfolio (Blankets); Strong operational certifications (WHO-GMP/ISO/FDA); Minor topic surge (1 topics); High pricing page visits; Import gap detected (supplier switch possible); Business trigger event (M&A); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
236,3c2983a8-7e7d-43a4-9934-109cf26c4210,Company_3c2983a8,0.4,Unqualified,High,Average Google Maps rating (3.0); Strong industry match (Distribution); Serviceable geography (Qatar); No priority products found in portfolio (Quilts); Import gap detected (supplier switch possible); Broad buying committee (3 stakeholders)
237,6e516696-078c-49cd-a1a2-a1ebc7138540,Company_6e516696,0.1,Unqualified,High,Active website present; Average Google Maps rating (3.3); Strong industry match (Distribution); High priority geography (France); Product compatibility match: Rice; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager); Active competitor contract (–40%)
238,4e54384f-2f59-4362-91af-de4440805458,Company_4e54384f,0.0,Unqualified,High,Strong industry match (Distribution); High priority geography (USA); No priority products found in portfolio (Electronics|Textiles); Active hiring in operations/logistics; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
239,ace3ef73-3e01-44fd-a76e-87447c55f599,Company_ace3ef73,1.0,Unqualified,High,Partial industry match (E-commerce); High priority geography (UK); Product compatibility match: Turmeric; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
240,50fbe216-b064-46cf-980e-d2036e7b3cc4,Company_50fbe216,0.2,Unqualified,High,Active website present; Strong Google Maps rating (4.2); Significant number of reviews (>50); Partial industry match (Manufacturing); High priority geography (UK); Product compatibility match: Ashwagandha; Active hiring in operations/logistics; High pricing page visits; Review site comparison activity; Business trigger event (Funding round); Single stakeholder engaged; High stakeholder seniority (C-level/VP); Active competitor contract (–40%)
241,73235e04-fc84-4e27-b149-6d92cd3727a7,Company_73235e04,3.6,Unqualified,High,Partial industry match (Healthcare); Serviceable geography (Netherlands); Product compatibility match: Rice; High pricing page visits; Single stakeholder engaged
242,27daed62-c37d-494e-a455-4b24adb777f4,Company_27daed62,0.1,Unqualified,High,Average Google Maps rating (3.9); Strong industry match (Wholesale); High priority geography (USA); Product compatibility match: Ashwagandha; Product compatibility match: Turmeric; Minor topic surge (2 topics); Business trigger event (New facility); Single stakeholder engaged; High stakeholder seniority (C-level/VP)
243,02c3cdab-3a4e-4ca7-8e1c-4afed7275778,Company_02c3cdab,1.5,Unqualified,High,Partial industry match (E-commerce); High priority geography (France); Product compatibility match: Ashwagandha; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
244,1319dcf9-f8e2-4f77-a7b0-f06fd5a1718e,Company_1319dcf9,4.1,Unqualified,High,Active website present; Average Google Maps rating (3.4); Partial industry match (Construction); Serviceable geography (UAE); No priority products found in portfolio (Textiles|Electronics); Strong operational certifications (WHO-GMP/ISO/FDA); Single stakeholder engaged
245,5599b017-25b8-4caf-b4bf-d6b560fad8ed,Company_5599b017,2.5,Unqualified,High,Active website present; Average Google Maps rating (3.4); Partial industry match (Healthcare); Serviceable geography (Saudi Arabia); Product compatibility match: Ashwagandha; Sustained topic surge (3 topics); Import gap detected (supplier switch possible); Business trigger event (Funding round); Single stakeholder engaged
246,6ce81bae-8a5d-4c10-8df9-b5f78487ad35,Company_6ce81bae,46.6,T2,High,Active website present; Strong Google Maps rating (4.6); Significant number of reviews (>50); Partial industry match (Manufacturing); High priority geography (Germany); No priority products found in portfolio (Electronics); Active hiring in operations/logistics; Sustained topic surge (3 topics); Review site comparison activity; Import gap detected (supplier switch possible); Business trigger event (Funding round); Single stakeholder engaged
247,b6a4bfe0-214b-4120-9947-b0c5ce496431,Company_b6a4bfe0,0.0,Unqualified,High,Active website present; Partial industry match (Construction); Serviceable geography (Singapore); No priority products found in portfolio (Quilts); Sustained topic surge (3 topics); Review site comparison activity; Broad buying committee (5 stakeholders); Medium stakeholder seniority (Director/Manager); No engagement in >180 days (–15%)
248,8eb807b9-b4ae-403a-809d-b38f2f207f73,Company_8eb807b9,0.0,Unqualified,High,Active website present; Average Google Maps rating (3.0); Partial industry match (Construction); Serviceable geography (Saudi Arabia); Product compatibility match: Rice; Product compatibility match: Turmeric; Active hiring in operations/logistics; Minor topic surge (1 topics); High pricing page visits; Review site comparison activity; Business trigger event (M&A); Multiple stakeholders engaged (2); High stakeholder seniority (C-level/VP)
249,13dea57c-4fbe-4be7-842b-043af0ffa204,Company_13dea57c,4.0,Unqualified,High,Strong industry match (Wholesale); High priority geography (USA); Product compatibility match: Rice; Single stakeholder engaged
250,a158c003-7cc0-4401-8402-1b0dfca8f918,Company_a158c003,0.1,T1,High,Active website present; Average Google Maps rating (3.3); Strong industry match (Distribution); High priority geography (UK); No priority products found in portfolio (Quilts); Explicit sourcing action (RFP published); High pricing page visits; Single stakeholder engaged
251,6fd4156d-0496-4063-b101-72bf9f8b3831,Company_6fd4156d,0.4,Unqualified,High,Partial industry match (Construction); Serviceable geography (Singapore); No priority products found in portfolio (Spices|Blankets|Textiles); Strong operational certifications (WHO-GMP/ISO/FDA); Multiple stakeholders engaged (2); High stakeholder seniority (C-level/VP)
252,120467df-4360-46ce-bf4b-ed897486a588,Company_120467df,0.7,Unqualified,High,Active website present; Partial industry match (Construction); Serviceable geography (Netherlands); Product compatibility match: Turmeric; Active hiring in operations/logistics; Business trigger event (Funding round); Multiple stakeholders engaged (2); High stakeholder seniority (C-level/VP)
253,bc3ac2fd-be8c-42bb-9d03-f1c214d01bbf,Company_bc3ac2fd,19.5,T1,High,Active website present; Partial industry match (E-commerce); Serviceable geography (India); No priority products found in portfolio (Textiles|Electronics); Active hiring in operations/logistics; Explicit sourcing action (RFP published); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
254,e31dbaa8-3ae6-430a-86f7-a8ca5311b2f6,Company_e31dbaa8,32.2,T3,High,Active website present; Average Google Maps rating (3.3); Strong industry match (Wholesale); Serviceable geography (Netherlands); Product compatibility match: Ashwagandha; Strong operational certifications (WHO-GMP/ISO/FDA); Active hiring in operations/logistics; Sustained topic surge (4 topics); Import gap detected (supplier switch possible); Broad buying committee (3 stakeholders); Active competitor contract (–40%)
255,cad6b4ee-fb86-4137-be04-6e9ddec943d8,Company_cad6b4ee,11.0,Unqualified,High,Average Google Maps rating (3.9); Strong industry match (Retail); Serviceable geography (UAE); No priority products found in portfolio (Spices); Sustained topic surge (4 topics); High pricing page visits; Business trigger event (New facility); Multiple stakeholders engaged (2)
256,9c008c3e-d792-4dea-ac9d-eb8fcd6e3aa1,Company_9c008c3e,0.0,Unqualified,High,Strong industry match (Wholesale); Serviceable geography (Qatar); Product compatibility match: Turmeric; Single stakeholder engaged; High stakeholder seniority (C-level/VP)
257,5166566a-1ea6-4106-acad-abe4f5bd5f22,Company_5166566a,3.8,Unqualified,High,Partial industry match (E-commerce); High priority geography (UK); No priority products found in portfolio (Blankets|Textiles); Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
258,378d886b-7858-4319-95ff-b4fc9a10ab97,Company_378d886b,1.7,Unqualified,High,Active website present; Strong Google Maps rating (4.7); Significant number of reviews (>50); Partial industry match (Manufacturing); Serviceable geography (Singapore); Product compatibility match: Ashwagandha; Active hiring in operations/logistics; Sustained topic surge (4 topics); High pricing page visits; Review site comparison activity; Business trigger event (Funding round); Broad buying committee (3 stakeholders); High stakeholder seniority (C-level/VP)
259,6d466524-8e21-4d7c-80ab-e7293c27b301,Company_6d466524,25.0,T3,High,Active website present; Strong Google Maps rating (4.5); Significant number of reviews (>50); Partial industry match (E-commerce); High priority geography (UK); No priority products found in portfolio (Electronics|Blankets|Carpets); High pricing page visits; Review site comparison activity; Import gap detected (supplier switch possible); Business trigger event (M&A); Broad buying committee (4 stakeholders); Medium stakeholder seniority (Director/Manager)
260,b79e9fbe-f9b3-4f63-823d-12b564bf3176,Company_b79e9fbe,14.5,Unqualified,High,Active website present; Average Google Maps rating (3.4); Strong industry match (Retail); Serviceable geography (Saudi Arabia); Product compatibility match: Ashwagandha; Active hiring in operations/logistics; Sustained topic surge (3 topics); High pricing page visits; Review site comparison activity; Single stakeholder engaged; Medium stakeholder seniority (Director/Manager)
